user,ordernum,orderstatus,channel,date_ordered,age,gender,ordertotal,state
53837,c3af8,finished,google,3/7/2019,42,Female,59.69,TX
c2516,c3ba3,cancelled,google,4/3/2019,56,Female,73.6,CA
fa6ca,c3bec,cancelled,direct,5/3/2019,33,Male,83.44,NJ
a7e35,c3de3,finished,direct,3/31/2019,50,Male,73,OK
2c115,c3e24,finished,google,3/14/2019,24,Female,92.04,TN
4bf3d,c3e65,cancelled,social,5/16/2019,34,Male,61.05,LA
68897,c3fee,finished,google,4/26/2019,33,Female,87.36,TN
f58c9,c4096,cancelled,google,1/15/2019,52,Male,71.04,LA
5aa2d,c41b2,cancelled,direct,12/23/2018,22,Male,95.88,TN
5f965,c42f7,finished,google,1/22/2019,46,Female,77.88,FL
9205d,c4389,finished,direct,4/12/2019,42,Male,95.36,NJ
f58c9,c446e,finished,google,1/15/2019,52,Male,71.04,LA
1a5fb,c44cd,cancelled,google,2/27/2019,25,Female,73.26,LA
6e926,c4684,finished,google,4/20/2019,41,Male,92.04,TN
aa194,c46ff,cancelled,direct,3/26/2019,31,Male,94.47,TN
b40e9,c472c,finished,social,4/10/2019,24,Female,90.48,TN
3ef00,c48de,finished,direct,1/8/2019,37,Male,67.71,LA
ad792,c491b,finished,direct,4/27/2019,35,Female,95.36,NJ
38c73,c4923,finished,direct,2/21/2019,43,Male,101.52,TN
54c86,c4a7f,finished,social,3/7/2019,32,Female,72.59,NM
a0f6e,c4d1a,finished,google,1/21/2019,19,Male,128.14,NJ
d6463,c4d1d,finished,others,3/27/2019,58,Female,86.01,TN
1d5bf,c4d81,cancelled,others,3/2/2019,33,Female,73.66,TX
94f18,c4e09,finished,social,5/14/2019,40,Female,67.85,CA
25615,c5137,finished,social,4/13/2019,52,Male,76.2,TX
b6d93,c5156,finished,direct,2/27/2019,49,Female,70.5,TN
3005e,c526e,finished,social,4/23/2019,40,Female,64.38,LA
e1929,c5324,finished,direct,2/26/2019,51,Male,75.48,LA
c9f1a,c5372,finished,social,4/19/2019,42,Female,80.3,OK
b86e1,c53aa,finished,direct,2/14/2019,22,Female,72.59,NM
dc3ec,c543b,cancelled,direct,5/12/2019,28,Male,93.44,OK
078f5,c5440,cancelled,direct,1/21/2019,43,Female,101.52,TN
1c505,c5461,finished,direct,4/17/2019,50,Male,59.5,NM
b8a63,c5533,finished,google,1/26/2019,54,Male,92.82,NM
c6a49,c562a,finished,direct,4/29/2019,52,Male,75.9,CA
f0378,c56e1,finished,social,4/3/2019,52,Male,84.68,OK
eeed1,c5700,finished,direct,3/23/2019,43,Female,68.32,GA
36d32,c573b,finished,direct,5/10/2019,35,Male,90.48,TN
e9fc8,c57cb,finished,direct,2/1/2019,29,Male,66.27,TN
e5aa7,c5869,finished,others,3/31/2019,45,Female,72.6,FL
901cf,c58a6,cancelled,google,1/15/2019,46,Female,92.82,NM
f63c3,c598c,finished,direct,3/17/2019,33,Female,84.6,TN
e4fed,c5a28,finished,others,4/27/2019,27,Male,71.04,LA
3bfb6,c5c6d,finished,direct,2/15/2019,29,Female,77.47,TX
5E+296,c5cc1,finished,social,5/13/2019,21,Male,128.14,NJ
3f28e,c5ce9,finished,social,5/12/2019,34,Male,92.82,NM
1ed9d,c5cea,finished,google,1/5/2019,29,Male,52.17,LA
016de,c5d25,cancelled,direct,4/21/2019,56,Male,105.12,OK
bd9df,c5dc7,finished,direct,2/4/2019,37,Female,76.2,TX
0ac5b,c5fbc,finished,social,4/12/2019,48,Male,99.83,NJ
db1b0,c5fc3,cancelled,others,3/22/2019,30,Female,71.98,GA
5d762,c60bd,finished,google,5/14/2019,41,Female,67.85,CA
53307,c629e,cancelled,direct,2/5/2019,35,Male,70.03,NJ
835be,c62da,finished,social,3/31/2019,36,Male,61,GA
39eee,c6314,cancelled,social,4/19/2019,36,Male,83.44,NJ
5ed7a,c6414,finished,others,4/19/2019,42,Male,95.88,TN
60103,c6496,finished,social,5/13/2019,52,Female,83.19,TN
6bb1a,c65e3,finished,google,5/11/2019,39,Female,81.95,NJ
5e88a,c6740,finished,social,5/12/2019,40,Male,62.04,FL
932000,c676b,finished,others,3/6/2019,41,Male,78.96,TN
2070e,c68d0,finished,google,2/7/2019,49,Male,113.52,FL
12467,c68dc,cancelled,direct,12/10/2018,51,Female,59.5,NM
95914,c6975,finished,google,5/16/2019,23,Female,71.98,GA
79c11,c69d2,finished,direct,4/3/2019,27,Female,73,OK
ef31d,c6a7d,finished,direct,1/10/2019,42,Male,74.93,TX
efc9b,c6b2f,finished,direct,3/26/2019,24,Female,79.2,FL
8f370,c6b35,finished,direct,1/18/2019,54,Female,96.36,OK
2dae1,c6b70,finished,others,2/27/2019,43,Male,102.96,TN
ebc88,c6c2c,finished,others,2/25/2019,54,Female,67.71,LA
45a97,c6c86,finished,others,4/29/2019,48,Female,63.5,TX
8e4b1,c6c9b,finished,social,4/19/2019,58,Female,55.5,LA
9b838,c6cf8,finished,social,1/20/2019,22,Female,81.74,GA
f08da,c6d2f,finished,direct,1/26/2019,31,Female,89.06,OK
4502e,c6d65,finished,google,4/8/2019,33,Female,66,FL
1a438,c6e74,finished,direct,11/23/2018,30,Male,102.96,TN
0cdfc,c6f89,finished,others,1/19/2019,30,Male,95.36,NJ
51d84,c7099,cancelled,others,2/25/2019,22,Female,102.96,TN
b6d93,c7304,finished,direct,2/25/2019,49,Female,70.5,TN
ec8d5,c741b,finished,google,3/19/2019,37,Female,61,GA
218a1,c74bb,finished,direct,3/3/2019,40,Male,86.14,OK
3d389,c75b4,finished,direct,4/17/2019,51,Male,84.48,FL
eeae9,c76d1,finished,social,4/12/2019,32,Male,102.34,NM
0ad52,c76e9,cancelled,direct,1/22/2019,53,Male,125.56,OK
e04de,c7919,cancelled,social,4/7/2019,48,Female,99.84,TN
9dd93,c79e1,finished,social,5/4/2019,52,Female,84.48,FL
f3fca,c7b11,finished,direct,3/1/2019,50,Male,72.59,NM
902cd,c7c84,finished,others,4/16/2019,31,Female,96.36,OK
ce71f,c7e10,finished,direct,2/1/2019,21,Male,105.12,OK
2e8a3,c7e2e,finished,direct,3/4/2019,41,Male,74.93,TX
1c65c,c7f90,finished,direct,1/15/2019,33,Male,78.54,NM
89052,c8066,finished,google,1/4/2019,45,Male,73.92,FL
3aa0d,c80cf,cancelled,others,2/12/2019,32,Female,90.48,TN
087a9,c8164,finished,others,3/17/2019,26,Female,77.55,TN
a7027,c81c6,finished,google,4/28/2019,29,Female,95.46,LA
6eb47,c835d,finished,direct,3/6/2019,40,Female,105.12,OK
c8ea0,c83e4,cancelled,direct,3/29/2019,20,Female,113.88,OK
aa8be,c8422,finished,google,11/30/2018,55,Male,102.96,FL
39d41,c8673,cancelled,direct,3/17/2019,19,Female,102.96,FL
78cf5,c8708,finished,google,4/27/2019,22,Male,80.52,GA
d603e,c87e8,finished,google,4/4/2019,20,Male,52.17,LA
79394,c88cc,finished,google,3/15/2019,50,Female,79.92,LA
bf187,c899f,finished,google,2/11/2019,46,Male,98.9,CA
79c1f,c89e4,cancelled,others,2/7/2019,41,Male,71.4,NM
9b9d4,c8a31,finished,social,3/16/2019,42,Male,95.46,LA
3999,c8a34,finished,google,4/25/2019,30,Female,70.76,GA
82784,c8a87,finished,direct,1/5/2019,21,Female,95.16,TN
0c807,c8acc,finished,others,2/3/2019,43,Male,80.52,GA
388aa,c8b8f,finished,social,4/20/2019,43,Female,90.89,NJ
4e2cc,c8c93,cancelled,others,3/5/2019,55,Female,66.6,LA
39eee,c8d6f,cancelled,social,4/26/2019,36,Male,83.44,NJ
c7dfb,c8eb7,finished,others,1/31/2019,56,Female,89.7,CA
2E+38,c8ee0,finished,google,4/28/2019,46,Female,77.55,TN
a2b96,c9033,finished,direct,3/22/2019,19,Female,68.32,GA
443aa,c91c4,finished,others,3/18/2019,31,Female,65.49,LA
cd3f3,c91f0,cancelled,social,4/11/2019,39,Male,71.04,LA
80ad7,c9336,cancelled,google,3/9/2019,36,Female,98.9,CA
33616,c9360,finished,others,3/6/2019,41,Male,75.9,CA
ae712,c9395,finished,direct,3/8/2019,43,Male,73.66,TX
7c563,c942c,finished,others,3/4/2019,35,Female,102.96,FL
00f36,c94b5,finished,direct,1/21/2019,48,Female,87.36,TN
e7cd4,c9527,finished,social,5/16/2019,36,Male,116.22,NJ
b9bc9,c9639,finished,google,4/27/2019,29,Female,89.4,NJ
7601c,c9783,cancelled,direct,12/7/2018,55,Female,84.68,OK
75b85,c97be,finished,google,12/29/2018,46,Male,63.25,CA
c8f2e,c9800,finished,google,3/11/2019,19,Female,95.16,GA
44752,c981d,finished,direct,2/28/2019,29,Male,84.48,FL
d291e,c9856,finished,direct,3/2/2019,51,Male,87.6,OK
c472c,c98d9,finished,social,4/12/2019,41,Male,66.7,CA
db030,c9936,finished,direct,5/10/2019,35,Female,70.5,TN
3dc80,c99a6,finished,direct,3/17/2019,30,Male,67.1,GA
aaf52,c99d2,finished,social,3/26/2019,36,Male,74.37,LA
df91e,c9a7e,finished,google,1/10/2019,35,Female,83.19,TN
86035,c9a8d,finished,others,4/26/2019,45,Female,70.03,NJ
caed6,c9b3d,finished,google,4/7/2019,43,Female,74.93,TX
2a8ff,c9d6c,cancelled,google,3/16/2019,21,Male,84.68,OK
63d1e,c9df9,finished,google,5/10/2019,52,Female,89.4,NJ
86500,ca368,cancelled,others,1/9/2019,51,Female,86.01,TN
4ea76,ca3c4,finished,direct,4/5/2019,44,Female,90.89,NJ
a32f2,ca473,finished,google,4/20/2019,28,Female,101.52,TN
e5dfb,ca494,finished,direct,2/8/2019,23,Male,62.16,LA
09add,ca4c8,finished,others,2/3/2019,44,Male,84.48,FL
90682,ca4ce,finished,direct,11/23/2018,51,Female,76.56,FL
ba7ac,ca4eb,finished,google,1/22/2019,20,Female,73.2,GA
2492f,ca6ba,finished,others,2/4/2019,43,Female,77.05,CA
f5c52,ca731,finished,google,1/21/2019,42,Male,66.27,TN
59c1e,ca7cb,finished,direct,2/7/2019,26,Male,66.27,TN
fe4c9,ca7ea,finished,direct,2/22/2019,36,Female,99.06,TX
515b2,ca867,finished,others,2/25/2019,32,Female,80.92,NM
77823,caa1c,finished,social,1/20/2019,25,Female,73.32,TN
545be,caa7c,cancelled,google,5/12/2019,49,Male,74.5,NJ
95386,cab3c,finished,google,2/17/2019,23,Male,57.5,CA
66f36,cade6,finished,social,4/13/2019,24,Female,77.47,TX
0a1b3,cafca,finished,others,4/2/2019,49,Female,109.22,TX
0f729,caff9,cancelled,direct,5/14/2019,51,Female,101.32,NJ
7a69c,cb102,cancelled,direct,12/22/2018,42,Male,84.6,TN
54c08,cb1c6,finished,others,3/22/2019,57,Male,59.5,NM
f5bac,cb257,cancelled,direct,3/26/2019,35,Female,86.58,LA
f3e16,cb2fc,finished,direct,4/16/2019,36,Female,68.62,OK
d8f39,cb366,finished,google,5/7/2019,49,Male,80.92,NM
e0100,cb3b9,finished,google,2/22/2019,23,Male,102.34,NM
b95bb,cb400,finished,direct,5/14/2019,35,Male,77.05,CA
1ae60,cb598,finished,social,5/16/2019,47,Female,109.98,TN
f05b3,cb689,finished,direct,4/17/2019,43,Female,92.04,TN
a8fe0,cb9ad,finished,social,5/3/2019,21,Male,74.37,LA
9c748,cbaa2,cancelled,direct,4/4/2019,31,Male,62.16,LA
485ec,cbb0d,finished,direct,2/26/2019,32,Male,89.06,OK
363d5,cbcbd,finished,google,4/14/2019,25,Female,92.04,TN
127c1,cbd1e,finished,social,4/20/2019,45,Male,80.52,FL
4d543,cbd63,finished,direct,2/9/2019,21,Male,78.96,TN
d9fb0,cbda7,finished,direct,4/21/2019,55,Male,101.32,NJ
7bfd7,cbf8b,finished,google,3/25/2019,44,Female,90.24,TN
8bdd0,cbff3,finished,others,2/25/2019,20,Male,85.8,TN
f6f01,cc019,finished,google,4/2/2019,40,Male,109.98,TN
04eb0,cc161,finished,google,3/17/2019,57,Male,76.2,TX
8f8b8,cc181,cancelled,google,3/8/2019,25,Male,59.5,NM
d9e67,cc203,finished,direct,2/19/2019,38,Female,106.08,TN
48aa2,cc32d,finished,direct,2/1/2019,21,Male,83.44,NJ
d1dbe,cc352,finished,direct,4/8/2019,50,Female,87.84,GA
e47c0,cc3cf,finished,social,5/3/2019,53,Female,95.16,GA
0141f,cc3e2,finished,direct,5/14/2019,55,Male,95.46,LA
31af5,cc40c,finished,google,3/24/2019,25,Female,81.76,OK
4e5e7,cc4d0,finished,google,2/28/2019,57,Female,113.52,FL
2b18f,cc562,finished,others,4/14/2019,24,Female,84.68,OK
0a4ee,cc619,finished,google,5/1/2019,22,Male,79.73,NM
12288,cc6d9,finished,direct,1/2/2019,41,Female,68.62,OK
d2ed3,cc704,finished,direct,12/21/2018,55,Male,99.06,TX
47c14,cc750,cancelled,direct,4/6/2019,31,Male,70.15,CA
efd00,cc839,cancelled,direct,3/25/2019,58,Male,73.2,GA
9b22c,cc885,finished,social,3/8/2019,20,Female,59.5,NM
9324b,cca3d,finished,others,1/18/2019,42,Male,125.56,OK
70fee,cca5a,finished,social,4/15/2019,54,Male,52.17,LA
0aa2a,ccabb,finished,google,2/6/2019,45,Male,73.2,GA
7715b,ccc12,finished,google,5/16/2019,30,Female,125.56,OK
b7274,ccc50,finished,direct,3/17/2019,45,Male,66.64,NM
85387,cccd5,finished,direct,4/27/2019,55,Female,95.88,TN
ece80,ccd19,finished,others,2/20/2019,29,Female,83.19,TN
7d32e,ccde4,finished,direct,2/24/2019,28,Male,104.52,TN
bac79,cce27,finished,direct,3/16/2019,47,Female,74.42,GA
2adc3,cce4c,finished,social,4/26/2019,32,Female,59.5,NM
b1f3e,ccfae,finished,google,2/27/2019,36,Female,87.6,OK
8e323,cd004,finished,social,3/31/2019,26,Female,78.96,TN
15c9f,cd0a4,finished,direct,3/17/2019,47,Female,86.58,LA
7e0a2,cd4d7,finished,direct,1/21/2019,38,Female,93.06,TN
1ec36,cd6bc,finished,direct,1/11/2019,36,Male,86.36,TX
8280,cd840,finished,direct,2/25/2019,45,Male,67.85,CA
defb2,cd979,finished,direct,4/17/2019,55,Male,64.4,CA
7afbe,cdc4d,cancelled,direct,1/22/2019,34,Female,73.6,CA
fb4a4,cdd6b,finished,others,3/2/2019,45,Female,64.4,CA
185b6,cdd96,finished,direct,3/29/2019,22,Female,71.98,GA
d522d,cddf1,finished,google,3/21/2019,51,Male,93.6,TN
30d2e,cdfb3,finished,social,5/16/2019,26,Female,59.69,TX
ffc7e,ce1c5,finished,google,3/27/2019,54,Female,63.25,CA
17916,ce1dd,finished,others,5/14/2019,56,Male,109.98,TN
11ec5,ce33c,finished,social,4/22/2019,38,Male,98.34,NJ
e08bd,ce3f3,finished,others,12/8/2018,47,Female,71.12,TX
ede02,ce48a,finished,others,4/21/2019,22,Male,72.59,NM
b862a,ce499,finished,direct,4/17/2019,58,Female,81.28,TX
84895,ce4d2,finished,social,4/12/2019,26,Male,74.37,LA
c410f,ce6cd,cancelled,direct,2/25/2019,51,Female,78,TN
f2432,ce70b,finished,social,4/1/2019,33,Female,87.84,GA
1689f,ce82a,finished,google,4/4/2019,34,Female,74.42,GA
c3e3e,ce848,finished,social,4/11/2019,32,Male,95.88,TN
c23d5,ce869,finished,others,5/5/2019,29,Female,95.36,NJ
d7a7c,cea5e,finished,direct,5/12/2019,29,Female,86.01,TN
940b6,cea98,finished,others,2/13/2019,25,Female,54.05,CA
ff779,cebb7,finished,social,1/20/2019,34,Male,104.52,TN
b4852,cebd7,finished,direct,4/14/2019,33,Female,95.88,TN
5d650,cec06,finished,direct,4/16/2019,21,Male,67.1,GA
475d5,cecc7,finished,social,5/1/2019,48,Female,79.92,LA
12806,ced81,finished,others,4/6/2019,53,Female,86.14,OK
ffb0e,ced9d,finished,google,5/4/2019,29,Female,61.05,LA
2dfbb,cede3,cancelled,social,4/24/2019,33,Male,76.56,FL
6c86d,cee1d,finished,direct,1/18/2019,37,Female,87.36,TN
84af4,cf122,finished,social,4/12/2019,41,Female,106.08,TN
00f36,cf15d,finished,social,12/19/2018,48,Female,87.36,TN
93bb6,cf2d5,finished,direct,3/30/2019,31,Female,66.64,NM
80171,cf321,cancelled,direct,3/23/2019,20,Male,85.68,NM
c9bc5,cf3b2,finished,direct,1/28/2019,40,Female,62.04,FL
34f15,cf580,finished,google,4/28/2019,26,Male,73.66,TX
0ead2,cf62b,finished,others,1/22/2019,19,Male,73.32,TN
2.3E+74,cf657,finished,google,3/14/2019,33,Female,75.9,CA
39e0d,cf84f,finished,social,1/20/2019,39,Male,68.32,GA
b8b61,cf8a9,finished,social,4/9/2019,47,Female,69.85,TX
360de,cfaa6,finished,google,5/11/2019,28,Male,72.6,FL
3a337,cfbe9,cancelled,social,4/20/2019,20,Female,96.36,OK
49093,cfc0d,finished,google,3/24/2019,41,Female,95.16,GA
85913,cfc81,finished,others,3/27/2019,54,Male,54.05,CA
c223e,cfcc8,finished,direct,2/22/2019,36,Female,63.5,TX
88d5a,cfd5d,finished,social,4/28/2019,33,Male,125.56,OK
b911a,cfeba,finished,social,3/23/2019,54,Male,95.46,LA
4bc4e,cfed3,finished,social,5/11/2019,54,Male,71.4,NM
2d627,cff17,cancelled,others,3/17/2019,50,Male,85.68,NM
ecbe4,cff88,finished,direct,2/25/2019,40,Female,76.2,TX
b2757,d00fe,finished,social,5/12/2019,24,Female,97.82,OK
7e66e,d013f,finished,direct,5/14/2019,24,Female,73,OK
d0de8,d01e3,finished,others,2/27/2019,36,Female,83.19,TN
12594,d02cb,finished,social,5/13/2019,24,Male,62.04,FL
04d21,d031d,cancelled,google,4/2/2019,23,Male,86.58,LA
e416f,d037d,finished,others,3/22/2019,49,Female,99.83,NJ
58e0b,d0386,finished,direct,4/16/2019,50,Male,71.4,NM
e6810,d0413,finished,direct,3/12/2019,26,Female,71.4,NM
b19bf,d0500,finished,others,3/22/2019,39,Male,84.48,FL
91243,d056e,finished,direct,12/29/2018,27,Female,128.14,NJ
07ef7,d06a2,finished,google,2/14/2019,51,Male,89.7,CA
d9441,d0740,finished,direct,4/8/2019,55,Female,85.09,TX
fb560,d0747,finished,google,4/11/2019,56,Male,84.48,FL
32622,d075e,finished,direct,2/3/2019,34,Female,106.08,TN
31464,d07c6,cancelled,direct,1/22/2019,44,Male,62.16,LA
ba4ab,d07e1,finished,direct,1/31/2019,47,Female,78,TN
14bfc,d07f6,finished,direct,5/6/2019,35,Female,82.8,CA
f2735,d081c,finished,direct,1/22/2019,51,Male,112.32,TN
f7f06,d0884,finished,direct,5/10/2019,45,Male,84.68,OK
bb157,d09e0,cancelled,others,2/12/2019,53,Male,71.4,NM
3726,d0adc,finished,direct,4/8/2019,40,Male,99.83,NJ
2a132,d0efe,finished,direct,1/21/2019,43,Female,73.2,GA
7cf31,d0f57,finished,google,4/23/2019,19,Male,63.25,CA
4f74a,d102c,finished,google,5/7/2019,41,Male,121.26,TN
e509a,d1105,finished,direct,5/4/2019,29,Male,102.34,NM
cc630,d1160,cancelled,google,5/2/2019,24,Male,89.7,CA
bdbfe,d123d,finished,direct,4/22/2019,30,Male,78.2,CA
4743b,d1385,finished,others,1/21/2019,56,Male,71.4,NM
b0978,d148c,finished,direct,5/14/2019,54,Male,82.96,GA
b2435,d14ae,finished,others,5/16/2019,57,Male,95.46,LA
8ae04,d16a1,cancelled,google,4/7/2019,38,Female,64.38,LA
9a295,d16b8,finished,others,4/15/2019,35,Male,70.03,NJ
c20ba,d171f,cancelled,social,4/23/2019,31,Female,80.3,OK
8621b,d1755,finished,others,4/27/2019,25,Male,63.25,CA
5b4b6,d1758,finished,direct,4/19/2019,36,Female,66.6,LA
b271b,d17c6,finished,direct,3/22/2019,23,Male,101.32,NJ
1fa3f,d1886,finished,others,2/10/2019,38,Female,76.16,NM
7cbcb,d18bc,finished,social,4/20/2019,49,Female,68.62,OK
77917,d1a01,finished,others,3/3/2019,39,Male,68.32,GA
c0934,d1bcf,cancelled,direct,2/25/2019,44,Female,73.32,TN
8a63d,d1da5,finished,google,4/29/2019,46,Male,89.7,CA
ac106,d1ece,cancelled,direct,3/12/2019,45,Female,65.45,NM
9.9E+64,d2071,finished,google,5/13/2019,27,Female,93.44,OK
4358c,d2146,cancelled,google,1/18/2019,56,Male,79.73,NM
f1b0b,d2204,finished,google,3/12/2019,56,Female,64.38,LA
2a594,d225c,finished,google,1/23/2019,40,Male,121.68,TN
8fd1e,d2308,finished,direct,1/19/2019,19,Female,82.8,CA
2e8a3,d2428,finished,others,1/26/2019,41,Male,74.93,TX
5738f,d247a,finished,direct,1/11/2019,35,Female,98.34,NJ
313d8,d25b1,finished,social,5/14/2019,50,Female,109.98,TN
d2812,d25b3,finished,google,1/21/2019,27,Male,102.34,NM
7c559,d25e1,finished,social,5/16/2019,31,Female,112.32,TN
b0dfb,d2647,finished,google,4/28/2019,26,Male,81.74,GA
95789,d26bd,finished,social,4/17/2019,30,Female,57.5,CA
dfd25,d2735,finished,others,5/15/2019,31,Female,75.9,CA
20fff,d2744,finished,direct,2/19/2019,36,Female,98.9,CA
21bc7,d2811,finished,google,2/1/2019,51,Male,55.93,NM
4c149,d2a0c,finished,social,4/23/2019,58,Female,88.44,FL
e7511,d2ae1,finished,direct,3/27/2019,49,Female,79.2,FL
58fb9,d2b21,cancelled,social,4/4/2019,24,Male,64.4,CA
64a6d,d2d22,finished,google,4/28/2019,46,Female,78.08,GA
db3e7,d2def,finished,social,4/20/2019,41,Female,77.05,CA
8acb2,d2eb4,finished,google,3/24/2019,48,Female,93.44,OK
95cb4,d2f01,finished,social,5/12/2019,21,Female,77.88,FL
8ba15,d3023,finished,direct,12/5/2018,23,Female,90.24,TN
b1858,d30c2,finished,direct,3/13/2019,20,Male,90.48,TN
edd2e,d31c4,finished,direct,12/15/2018,56,Female,95.36,NJ
415a1,d3350,cancelled,direct,1/9/2019,51,Male,95.16,TN
684d4,d33bc,finished,direct,4/16/2019,58,Female,82.8,CA
03a65,d3405,finished,direct,1/9/2019,20,Male,87.84,GA
83d68,d3604,finished,social,5/2/2019,38,Female,76.16,NM
5870,d36b9,finished,google,4/8/2019,34,Female,64.38,LA
fe974,d37c9,finished,direct,3/13/2019,25,Female,93.44,OK
70b6a,d38ff,finished,direct,4/16/2019,35,Female,91.44,TX
347a7,d3909,finished,social,5/10/2019,31,Female,83.44,NJ
ff59c,d3a46,finished,social,5/10/2019,47,Female,134.16,TN
ca027,d3ab5,finished,google,3/2/2019,34,Female,65.49,LA
8fffc,d3b72,finished,direct,5/5/2019,19,Male,121.26,TN
1d1e0,d3b87,finished,others,4/21/2019,21,Male,86.58,LA
e1154,d3cf3,finished,google,4/26/2019,37,Female,78.54,NM
7fada,d3d20,finished,direct,4/2/2019,31,Female,81.28,TX
1e2d6,d3d32,finished,others,4/9/2019,53,Female,68.62,OK
60c97,d3e2e,cancelled,direct,1/21/2019,22,Male,96.36,OK
4dd0c,d3e50,finished,google,1/21/2019,23,Male,105.12,OK
15f7f,d3f46,finished,direct,3/26/2019,35,Female,98.34,NJ
4e806,d3f5e,cancelled,google,1/15/2019,39,Male,83.82,TX
af4e0,d3fe4,finished,direct,3/16/2019,28,Female,99.84,TN
d4e13,d417d,finished,direct,3/30/2019,54,Male,95.36,NJ
004c0,d4287,finished,others,1/9/2019,23,Male,75.9,CA
8bb38,d4369,finished,google,3/25/2019,48,Female,109.98,TN
ef49b,d443c,finished,direct,3/7/2019,28,Female,79.92,LA
1bbc0,d44bf,finished,direct,3/7/2019,56,Female,96.36,OK
c24b5,d4518,finished,social,4/18/2019,52,Male,70.5,TN
8b9cd,d4758,cancelled,google,1/14/2019,37,Female,66.27,TN
aedac,d4902,finished,others,12/3/2018,19,Female,89.06,OK
6E+223,d4905,cancelled,social,4/19/2019,40,Male,99.28,OK
15313,d492d,finished,others,3/19/2019,51,Male,98.34,NJ
e0c0c,d4b9b,finished,social,4/16/2019,48,Female,84.6,TN
01a5e,d4d03,finished,social,5/11/2019,51,Male,89.76,FL
32eb9,d4ee1,cancelled,google,3/9/2019,35,Female,79.73,NM
e3ecb,d50ea,finished,google,4/9/2019,24,Female,80.92,NM
23cc6,d518e,finished,direct,4/26/2019,51,Male,102.34,NM
845de,d51c4,finished,direct,3/19/2019,33,Male,70.03,NJ
7721a,d5242,cancelled,direct,3/5/2019,46,Female,73.26,LA
8272e,d5406,finished,others,3/1/2019,27,Male,95.04,FL
83efb,d5652,finished,social,4/3/2019,58,Female,76.16,NM
70,d5670,cancelled,direct,3/7/2019,41,Male,89.06,OK
65d73,d57bf,finished,direct,5/12/2019,26,Male,105.12,OK
8daa9,d57e5,finished,social,5/15/2019,24,Male,72.6,FL
0dab5,d585e,finished,direct,11/21/2018,21,Female,74.5,NJ
4.38E+11,d58b0,finished,direct,4/19/2019,51,Male,61,GA
e4400,d5918,finished,direct,2/7/2019,34,Female,71.4,NM
0ced8,d592c,finished,direct,3/13/2019,56,Male,109.98,TN
68ef5,d5943,finished,direct,5/8/2019,31,Male,77.47,TX
6cc5c,d5b09,finished,others,4/21/2019,32,Male,70.76,GA
1a1ee,d5b3f,finished,direct,4/27/2019,58,Female,79.2,FL
07b11,d5c95,finished,direct,2/10/2019,28,Female,70.5,TN
0f387,d5e6c,finished,direct,12/21/2018,36,Male,99.84,TN
b87eb,d5f2a,cancelled,google,4/29/2019,27,Male,78.96,TN
7757e,d5fcf,finished,google,4/4/2019,53,Female,66.7,CA
cecc7,d5fed,finished,google,12/4/2018,38,Male,87.36,TN
d382f,d5ff3,finished,social,4/6/2019,46,Female,121.68,TN
a84c5,d61f0,finished,google,3/22/2019,27,Female,64.4,CA
11092,d6206,finished,social,4/4/2019,27,Female,109.22,TX
06a15,d624e,finished,google,1/17/2019,27,Male,78.96,TN
430ba,d6262,finished,direct,3/14/2019,22,Female,86.36,TX
3bfb6,d64e7,finished,direct,2/22/2019,29,Female,77.47,TX
5ea18,d65da,cancelled,google,4/20/2019,19,Female,70.5,TN
523ce,d675b,finished,google,3/27/2019,28,Female,66,FL
5cd4f,d67c0,finished,google,1/23/2019,52,Female,59.5,NM
7f110,d68c4,finished,direct,2/25/2019,54,Male,87.91,NJ
235f5,d6a2a,finished,social,4/18/2019,54,Female,70.21,NM
6c590,d6a64,cancelled,direct,4/19/2019,48,Male,63.25,CA
e361c,d6aff,cancelled,google,3/20/2019,21,Female,74.93,TX
e4c0b,d6b04,finished,direct,3/29/2019,51,Female,66.7,CA
6a481,d6b5a,cancelled,others,2/12/2019,37,Male,99.84,TN
02ba8,d6de8,finished,direct,2/1/2019,57,Male,83.82,TX
07bc8,d6df2,finished,others,5/3/2019,55,Male,84.48,FL
8daf3,d6e16,finished,social,4/16/2019,35,Female,86.14,OK
3c339,d6ee7,finished,direct,1/17/2019,29,Female,52.17,LA
39eee,d6fbb,finished,social,5/8/2019,36,Male,83.44,NJ
9c459,d6feb,cancelled,google,5/13/2019,36,Female,67.85,CA
231c1,d700c,finished,direct,5/14/2019,35,Female,94.47,TN
9570a,d708a,finished,google,3/29/2019,58,Female,67.85,CA
3d02a,d70f1,cancelled,google,1/18/2019,44,Male,62.16,LA
7762a,d710f,finished,direct,1/19/2019,54,Female,89.76,FL
2c333,d716d,cancelled,google,4/27/2019,23,Female,63.5,TX
f1f2e,d71a0,finished,direct,3/21/2019,51,Male,62.04,FL
334ec,d71cb,finished,social,5/13/2019,24,Male,71.98,GA
bd3a4,d71d0,finished,others,1/15/2019,37,Male,106.08,TN
5df6f,d7296,finished,direct,2/27/2019,42,Male,99.83,NJ
1ad86,d739a,finished,direct,2/23/2019,48,Male,83.82,TX
3a2f3,d73a5,cancelled,others,3/6/2019,46,Male,59.5,NM
17a23,d73be,finished,direct,3/3/2019,56,Female,71.12,TX
f46ae,d73ed,finished,direct,3/24/2019,26,Female,99.06,TX
